eventName,eventVenue,eventContent,startDate,endDate,startTime,endTime,eventOrganization,eventHost,phoneNumber,baseDate,code,providName
제1회 한미군장병과 함께 롱위크엔드,중앙교통광장 무대,"주한미군과 지역 주민이 함께 참여하며, 상호간의 교류를 증진",2019-05-25,2019-05-25,13:00,19:00,동두천시,(사)한국예총동두천지회,031-860-2063,2021-08-24,3920000,경기도 동두천시
별별연희,연희마당,2014 연희마당 상설공연,2014-08-09,2014-10-05,19:30,20:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
별별연희,연희마당,2014 연희마당 상설공연,2014-08-09,2014-10-05,19:30,20:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
별별연희,연희마당,2014 연희마당 상설공연,2014-08-09,2014-10-05,19:30,20:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
별별연희,연희마당,2014 연희마당 상설공연,2014-08-09,2014-10-05,19:30,20:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
2015 토요명품공연,우면당,2015 국립국악원 토요상설,2015-01-03,2015-12-26,15:00,16:20,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
2015 토요명품공연,우면당,2015 국립국악원 토요상설,2015-01-03,2015-12-26,15:00,16:20,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
2015 토요명품공연,우면당,2015 국립국악원 토요상설,2015&01&03,2015-12-26,15:00,16-20,국립국악원,국립국악원,"02,580,3300",2020-08-26,1371034,문화체육관광부 국립국악원
2015 토요명품공연,우면당,2015 국립국악원 토요상설,2015-01-03,2015-12-26,15:00,16:20,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
수요춤전,풍류사랑방,2015 풍류사랑방 기획공연,2015-03-04,2015-12-23,20:00,21:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
수요춤전,풍류사랑방,2015 풍류사랑방 기획공연,2015-03-04,2015-12-23,20:00,21:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
목요풍류,풍류사랑방,2015 풍류사랑방 기획공연,2015-03-05,2015-12-24,20:00,21:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
2021년 찾아가는 문화활동 비대면 공연,두드림뮤직센터,찾아가는 문화활동 진쇠예술단 비대면 공연,2021-04-29,2021-04-29,14:00,15:00,동두천시,진쇠예술단,031-860-2063,2021-08-24,3920000,경기도 동두천시
광명청춘합창단정기연주회,시민회관,합창공연,2018-11-09,2018-11-09,19:00~21:00,21:00,광명청춘합창단,광명시,02-2680-6867,2020-10-22,3900000,경기도 광명시
2020년 송년음악회,시민회관,행복나눔 2020년 송년 음악회,2020-12-12,2020-12-12,10:00,16:00,동두천시,동두천예총+동두천음악협회+동두천시윈드오케스트라,031-860-2063,2021-08-24,3920000,경기도 동두천시
제9회 시립예술단 비대면 정기공연,시민회관,"동두천시립예술단(시립합창단, 시립이담농악단) 정기공연",2020&12&07,2020-12-08,13:00,16-30,동두천시립예술단,동두천시,"031,860,2063",2021-08-24,3920000,경기도 동두천시
2019년 송년음악회,시민회관,행복나눔 2019년 송년 음악회,2019-12-20,2019-12-20,18:30,20:00,동두천시,동두천예총+동두천음악협회+동두천시윈드오케스트라,031-860-2063,2021-08-24,3920000,경기도 동두천시
2019년 문예회관과 함께하는 방방곡곡 문화공감,시민회관,한국문화예술회관연합회 추진 민간 우수 공연 프로그램 유치 및 시민회관 리모델링 개관 기념,2019-12-23,2019-12-23,19:00,20:00,동두천시,동두천시,031-860-2063,2021-08-24,3920000,경기도 동두천시
동두천시립예술단 정기공연,시민회관,"동두천시립예술단(시립합창단, 시립이담농악단) 정기공연",2019-12-09,2019-12-09,19:00,20:00,동두천시립예술단,동두천시,031-860-2063,2021-08-24,3920000,경기도 동두천시
2019년 거리로 나온 예술,시민평화공원,재능있는 아마추어 예술인 및 예술동호인들에게 공연활동 여건을 제공하고 이를 통해 일상으로 들어가 일반 시민들과 함께 즐길 수 있는 거리예술 문화 환경 조성,2019-09-28,2019-09-28,19:00,20:00,동두천시,동두천시+경기도,031-860-2063,2021-08-24,3920000,경기도 동두천시
2019년 거리로 나온 예술,어린이박물관,재능있는 아마추어 예술인 및 예술동호인들에게 공연활동 여건을 제공하고 이를 통해 일상으로 들어가 일반 시민들과 함께 즐길 수 있는 거리예술 문화 환경 조성,2019-09-19,2019-09-19,14:00,15:00,동두천시,동두천시+경기도,031-860-2063,2021-08-24,3920000,경기도 동두천시
VISION,갤러리175,VISION,2021-01-12,2021-01-21,12:00,18:00,미술원,한국예술종합학교,02-720-9282,2021-03-10,1371063,문화체육관광부 한국예술종합학교
망각의 기억술 : 프리퀄,갤러리175,망각의 기억술 : 프리퀄,2021-01-26,2021-02-09,12:00,18:00,미술원,한국예술종합학교,02-720-9282,2021-03-10,1371063,문화체육관광부 한국예술종합학교
2021년 크누아 독일가곡 연주회 Winterreise 온라인 생중계,이강숙홀,2021년 크누아 독일가곡 연주회 Winterreise 온라인 생중계,2021-02-09,2021-02-09,15:00,16:30,음악원,한국예술종합학교,02-726-9270,2021-03-10,1371063,문화체육관광부 한국예술종합학교
제4회 가곡&오라토리오과 정기연주회,이강숙홀,제4회 가곡&오라토리오과 정기연주회,2021-02-23,2021-02-23,19:00,21:00,음악원,한국예술종합학교,02-746-9270,2021-03-10,1371063,문화체육관광부 한국예술종합학교
제31회 김해예술제,"김해문화의전당, 서부문화센터","공연,전시",2020-10-20,2020-10-28,10:00,18:00,한국예총 김해지회,김해시 문화예술과,055-330-4943,2021-08-24,5350000,경상남도 김해시
제13회 김해전국미술대전,김해문화의전당,전시,2020-11-17,2020-11-28,10:00,18:00,"한국미술협회 김해지부, 김해미술대전 운영위원회",김해시 문화예술과,055-330-4943,2021-08-24,5350000,경상남도 김해시
김해 남명문화제,"김해문화의전당, 장유대청중앙광장","공연, 전시",2020-10-24,2020-10-25,15:00,21:00,김해남명정신문화연구원,"경상남도, 김해시",055-330-3216,2021-08-24,5350000,경상남도 김해시
제31회 가야금경연대회,김해문화의전당,공연,2021-05-21,2021-05-22,09:00,18:00,김해문화재단,김해시 문화예술과,055-330-3946,2021-08-24,5350000,경상남도 김해시
국립오페라단[마술피리],남부문화예술회관 대공연장,오페라 마술피리,2021-05-07,2021-05-07,19:00,21:00,평택시문화재단,평택시문화재단,031-8053-3511,2021-09-13,3910000,경기도 평택시
서귀포관악단 제66회 정기연주회,서귀포예술의전당 대극장,콘서트,2019-10-24,2019-10-24,19:30,21:30,서귀포시문화예술과,서귀포시문화예술과,064-760-2494,2020-06-30,6520000,제주특별자치도 서귀포시
한푸리 힐링 국악콘서트,서귀포예술의전당 대극장,국악,2019-10-29,2019-10-29,19:30,21:30,서귀포예술의전당,서귀포예술의전당,064-760-3365,2020-06-30,6520000,제주특별자치도 서귀포시
통통 튀는 아트데인 in 서귀포 『돌·고래의 꿈 』,서귀포예술의전당 소극장,콘서트,2019-10-31,2019-10-31,19:30,21:30,서귀포예술의전당,서귀포예술의전당,064-760-3365,2020-06-30,6520000,제주특별자치도 서귀포시
서귀포관악단 토요음악소풍,서귀포예술의전당 소극장,콘서트,2019-11-02,2019-11-02,15:00,17:00,서귀포시문화예술과,서귀포시문화예술과,064-760-2494,2020-06-30,6520000,제주특별자치도 서귀포시
피아니스트 조성진 리사이틀,서귀포예술의전당 대극장,연주회,2019-11-02,2019-11-02,17:00,19:00,서귀포예술의전당,서귀포예술의전당,064-760-3365,2020-06-30,6520000,제주특별자치도 서귀포시
신명나는 우리 음악 - 해설과 함께 하는 국악공연,서귀포예술의전당 소극장,국악,2019-11-02,2019-11-02,15:00,17:00,서귀포예술의전당,서귀포예술의전당,064-760-3365,2020-06-30,6520000,제주특별자치도 서귀포시
가족음악극 모차르트의 마법바이올린,서귀포예술의전당 대극장,클래식,2019-11-23,2019-11-23,14:00,16:00,서귀포예술의전당,서귀포예술의전당,064-760-3365,2020-06-30,6520000,제주특별자치도 서귀포시
하모니로 전하는 행복,서귀포예술의전당 대극장,콘서트,2019-11-30,2019-11-30,19:00,21:00,서귀포예술의전당,서귀포예술의전당,064-760-3365,2020-06-30,6520000,제주특별자치도 서귀포시
국립합창단초청 헨델의 메시아,서귀포예술의전당 대극장,클래식,2019-12-06,2019-12-06,19:30,21:30,서귀포예술의전당,서귀포예술의전당,064-760-3365,2020-06-30,6520000,제주특별자치도 서귀포시
서귀포예술단 2019 송년음악회,서귀포예술의전당 대극장,콘서트,2019&12&19,2019-12-19,19:30,21-30,서귀포시문화예술과,서귀포시문화예술과,"064,760,2494",2020-06-30,6520000,제주특별자치도 서귀포시
문화도시 선포식 및 경축음악회,서귀포예술의전당,콘서트,2020-01-09,2020-01-09,19:00,21:00,서귀포시문화예술과,서귀포문화예술과,064-760-2492,2020-06-30,6520000,제주특별자치도 서귀포시
랜선음악회(봄이오는소리),서귀포예술의전당,연주회,2020-04-23,2020-04-23,11:00,13:00,서귀포시문화예술과,서귀포문화예술과,064-760-2482,2020-06-30,6520000,제주특별자치도 서귀포시
어린이들을위한 EQ쑥쑥동화책 콘서트,서귀포예술의전당,콘서트,2020-04-29,2020-04-29,11:00,13:00,서귀포시문화예술과,서귀포시문화예술과,064-760-2483,2020-06-30,6520000,제주특별자치도 서귀포시
서귀포합창단 랜선음악회,서귀포예술의전당,연주회,2020-05-20,2020-05-20,16:00,18:00,서귀포시문화예술과,서귀포시문화예술과,064-760-2482,2020-06-30,6520000,제주특별자치도 서귀포시
서귀포관악단 제67회 정기연주회,서귀포예술의전당,연주회,2020-06-11,2020-06-11,15:30,17:30,서귀포시문화예술과,서귀포시문화예술과,064-760-2482,2020-06-30,6520000,제주특별자치도 서귀포시
서귀포합창단 제66회 정기연주회,서귀포예술의전당,연주회,2020-06-17,2020-06-17,15:30,17:30,서귀포시문화예술과,서귀포시문화예술과,064-760-2482,2020-06-30,6520000,제주특별자치도 서귀포시
클래시칸 앙상블의 빨간모자와 늑대,서귀포예술의전당,연주회,2020-06-23,2020-06-23,19:30,21:30,서귀포예술의전당,서귀포예술의전당,064-760-3365,2020-06-30,6520000,제주특별자치도 서귀포시
서귀포관악단 태교음악회,서귀포예술의전당 대극장,콘서트,2019-10-12,2019-10-12,14:30,16:30,서귀포시문화예술과,서귀포시문화예술과,064-760-2494,2020-06-30,6520000,제주특별자치도 서귀포시
서귀포민속보존예술단 제2회 정기공연『소리와 몸짓으로 제주를 담아』,서귀포예술의전당 소극장,공연,2019&10&13,2019-10-13,19:00,21-00,서귀포문화원,서귀포문화원,"064,763,3789",2020-06-30,6520000,제주특별자치도 서귀포시
우리동네음악회(실내악),서울특별시 강북구 강북문화예술회관 대공연장,클래식,2017-09-22,2017-09-22,19:30,20:30,서울특별시 강북구청(문화체육과),서울특별시 강북구청(문화관광체육과)+우리은행,02-901-6232,2021-07-30,3080000,서울특별시 강북구
춤으로의 여행,서울특별시 강북구 강북문화예술회관 대공연장,무용,2017-11-24,2017-11-24,19:30,20:30,서울특별시 강북구청(문화체육과),서울특별시 강북구청(문화관광체육과)+세종문화회관,02-901-6232,2021-07-30,3080000,서울특별시 강북구
엄마는 안가르쳐줘,서울특별시 강북구 강북문화예술회관 대공연장,어린이뮤지컬,2017-12-02,2017-12-02,11:00,15:00,서울특별시 강북구청(문화체육과),서울특별시 강북구청(문화관광체육과),02-901-6232,2021-07-30,3080000,서울특별시 강북구
페페의 꿈,서울특별시 강북구 강북문화예술회관 대공연장,어린이뮤지컬,2018-04-07,2018-04-07,11:00,15:00,서울특별시 강북구청(문화체육과),서울특별시 강북구청(문화관광체육과),02-901-6232,2021-07-30,3080000,서울특별시 강북구
춤으로의 여행,서울특별시 강북구 강북문화예술회관 대공연장,무용,2018-05-18,2018-05-18,19:00,20:00,서울특별시 강북구청(문화체육과),서울특별시 강북구청(문화관광체육과)+세종문화회관,02-901-6232,2021-07-30,3080000,서울특별시 강북구
위아더월드,서울특별시 강북구 강북문화예술회관 대공연장,합창,2018-10-06,2018-10-06,15:00,16:00,서울특별시 강북구청(문화체육과),서울특별시 강북구청(문화관광체육과)+세종문화회관,02-901-6232,2021-07-30,3080000,서울특별시 강북구
비보이를 사랑한 발레리나,서울특별시 강북구 강북문화예술회관 대공연장,넌버벌 퍼포먼스,2018-11-09,2018-11-09,19:00,20:30,서울특별시 강북구청(문화체육과),서울특별시 강북구청(문화관광체육과),02-901-6232,2021-07-30,3080000,서울특별시 강북구
이상한 나라의 앨리스,서울특별시 강북구 강북문화예술회관 대공연장,3D 뮤지컬,2018-12-15,2018-12-15,11:00,15:00,서울특별시 강북구청(문화체육과),서울특별시 강북구청(문화관광체육과),02-901-6232,2021-07-30,3080000,서울특별시 강북구
KBS국악관현악단 신년음악회,이천아트홀 대공연장,국악,2017-01-21,2017-01-21,17:00,19:00,경기도 이천시청,경기도 이천시청,031-644-2100,2021-07-28,4070000,경기도 이천시
최신영화 정직한 후보 상영,강진아트홀 대공연장,영화상영,2020-06-26,2020-06-26,19:00,21:00,강진군,강진군,061-430-3973,2021-09-10,4920000,전라남도 강진군
최신영화 살이있다 상영,강진아트홀 대공연장,영화상영,2020-08-05,2020-08-05,19:00,21:00,강진군,강진군,061-430-3973,2021-09-10,4920000,전라남도 강진군
뮤지컬 이상한 나라의 앨리스,강진아트홀 대공연장,뮤지컬 공연,2020-08-11,2020-08-11,19:00,21:00,강진군,강진군,061-430-3973,2021-09-10,4920000,전라남도 강진군
태혜신무용단 공연,강진아트홀 대공연장,무용 공연,2020-08-20,2020-08-20,19:00,21:00,강진군,강진군,061-430-3973,2021-09-10,4920000,전라남도 강진군
굿보러 가자 공연,강진아트홀 대공연장,국악 공연,2020-09-25,2020-09-25,19:00,21:00,강진군,강진군,061-430-3973,2021-09-10,4920000,전라남도 강진군
최신영화 반도 상영,강진아트홀 대공연장,영화상영,2020-10-22,2020-10-22,19:00,21:00,강진군,강진군,061-430-3973,2021-09-10,4920000,전라남도 강진군
서귀포관악단 11시 금요음악산책,서귀포예술의전당 소극장,콘서트,2019-02-22,2019-02-22,11:00,13:00,서귀포시문화예술과,서귀포시문화예술과,064-760-2494,2020-06-30,6520000,제주특별자치도 서귀포시
서귀포관악단 제63회 정기연주회,서귀포예술의전당 대극장,콘서트,2019-03-15,2019-03-15,19:30,21:30,서귀포시문화예술과,서귀포시문화예술과,064-760-2494,2020-06-30,6520000,제주특별자치도 서귀포시
서귀포합창단 제61회 정기연주회,서귀포예술의전당 대극장,콘서트,2019-03-21,2019-03-21,19:30,21:30,서귀포시문화예술과,서귀포시문화예술과,064-760-2494,2020-06-30,6520000,제주특별자치도 서귀포시
서귀포관악단 11시 금요음악산책,서귀포예술의전당 소극장,콘서트,2019-04-05,2019-04-05,11:00,13:00,서귀포시문화예술과,서귀포시문화예술과,064-760-2494,2020-06-30,6520000,제주특별자치도 서귀포시
서귀포관악단 ''''미취학 아동을 위한 EQ 쑥쑥 콘서트'''',서귀포예술의전당 대극장,콘서트,2019-04-09,2019-04-09,10:40,13:00,서귀포시문화예술과,서귀포시문화예술과,064-760-2494,2020-06-30,6520000,제주특별자치도 서귀포시
서귀포관악단 ''''윈드 앙상블과 함께하는 음악스케치'''',서귀포예술의전당 대극장,콘서트,2019-04-23,2019-04-23,19:30,21:30,서귀포시문화예술과,서귀포시문화예술과,064-760-2494,2020-06-30,6520000,제주특별자치도 서귀포시
서귀포관악단 제64회 정기연주회,서귀포예술의전당 대극장,콘서트,2019-05-23,2019-05-23,19:30,21:30,서귀포시문화예술과,서귀포시문화예술과,064-760-2494,2020-06-30,6520000,제주특별자치도 서귀포시
서귀포청소년오케스트라 2019 유망신예초청 협주곡의 밤,서귀포예술의전당 대극장,클래식,2019-05-26,2019-05-26,19:30,21:30,서귀포청소년오케스트라,서귀포시,064-760-2486,2020-06-30,6520000,제주특별자치도 서귀포시
서귀포청소년오케스트라 솔로이스트 콘서트,서귀포예술의전당 소극장,클래식,2019-06-02,2019-06-02,17:30,19:30,서귀포청소년오케스트라,서귀포시,064-760-2486,2020-06-30,6520000,제주특별자치도 서귀포시
서귀포합창단 제62회 정기연주회,서귀포예술의전당 대극장,콘서트,2019-06-20,2019-06-20,19:30,21:30,서귀포시문화예술과,서귀포시문화예술과,064-760-2494,2020-06-30,6520000,제주특별자치도 서귀포시
서귀포관악단 11시 금요음악산책,서귀포예술의전당 소극장,콘서트,2019-06-21,2019-06-21,11:00,13:00,서귀포시문화예술과,서귀포시문화예술과,064-760-2494,2020-06-30,6520000,제주특별자치도 서귀포시
서귀포관악단 토요음악소풍,서귀포예술의전당 소극장,콘서트,2019-07-06,2019-07-06,15:00,17:00,서귀포시문화예술과,서귀포시문화예술과,064-760-2494,2020-06-30,6520000,제주특별자치도 서귀포시
서귀포관악단 제65회 정기연주회,서귀포예술의전당 대극장,콘서트,2019-08-20,2019-08-20,19:30,21:30,서귀포시문화예술과,서귀포시문화예술과,064-760-2494,2020-06-30,6520000,제주특별자치도 서귀포시
청소년 어울림마당 ‘청소년이여 樂으로 꿈있는 세상을 연주하라’,서귀포예술의전당 대극장,콘서트,2019&09&17,2019-09-17,14:00,16-00,서귀포시 여성가족과,서귀포시 여성가족과,"064,760,2463",2020-06-30,6520000,제주특별자치도 서귀포시
서귀포합창단 제63회 정기연주회,서귀포예술의전당 대극장,콘서트,2019-09-26,2019-09-26,19:30,21:30,서귀포시문화예술과,서귀포시문화예술과,064-760-2494,2020-06-30,6520000,제주특별자치도 서귀포시
통통튀는 아트데이 in 서귀포『어린이 · 청소년을 위한 통통 클래식』,서귀포예술의전당 소극장,콘서트,2019-09-28,2019-09-28,19:00,21:00,서귀포시문화예술과,서귀포시문화예술과,064-760-2494,2020-06-30,6520000,제주특별자치도 서귀포시
문화를 꿈꾸며 삶을 노래하며『 드림콘서트』,서귀포예술의전당 대극장,콘서트,2019-10-05,2019-10-05,19:00,21:00,서귀포예술의전당,서귀포예술의전당,064-760-3365,2020-06-30,6520000,제주특별자치도 서귀포시
문화를 꿈꾸며 삶을 노래하며『 하모니 콘서트』,서귀포예술의전당 대극장,콘서트,2019-10-06,2019-10-06,19:00,21:00,서귀포예술의전당,서귀포예술의전당,064-760-3365,2020-06-30,6520000,제주특별자치도 서귀포시
현대음악 발표회,금산다락원 생명의집,금산다락원 예술단 정기공연,2019-12-19,2019-12-19,19:00,21:00,금산다락원,"금산군, 금산다락원",041-750-4423,2021-07-08,4550000,충청남도 금산군
프랑스 인상파 명작의 고향 순례전,청산아트홀,금산다락원 기획전시,2020-08-01,2020-09-03,10:00,18:00,"금산다락원, 문화예술관광진흥연구소","한국문화예술회관연합회, 금산군",041-750-4423,2021-07-08,4550000,충청남도 금산군
정우경 초대전,청산아트홀,금산다락원 기획전시,2020-09-08,2020-09-29,10:00,18:00,금산다락원,금산다락원,041-750-4423,2021-07-08,4550000,충청남도 금산군
문화가 있는 금산으로 GoGo,숲속마을작은학교 강당,"HG펑크트로닉 밴드공연, 재즈, 펑키, 일렉트로닉",2020-11-03,2020-11-03,14:30,15:40,한국문화예술회관연합회,문화체육관광부,041-750-4424,2021-07-08,4550000,충청남도 금산군
2021년 찾아가는 문화활동 비대면 공연,두드림뮤직센터,찾아가는 문화활동 두드림합창단 비대면 공연,2021-06-29,2021-06-29,19:00,20:00,동두천시,두드림합창단,031-860-2063,2021-08-24,3920000,경기도 동두천시
2021년 찾아가는 문화활동 비대면 공연,두드림뮤직센터,찾아가는 문화활동 해설이 있는 작은 음악회 비대면 공연,2021-05-07,2021-05-07,19:00,20:00,동두천시,동두천음악협회,031-860-2063,2021-08-24,3920000,경기도 동두천시
2021년 찾아가는 문화활동 비대면 공연,두드림뮤직센터,찾아가는 문화활동 한국국악협회 비대면 공연,2021&04&29,2021-04-29,10:00,11-00,동두천시,한국국악협회 동두천시지부,"031,860,2063",2021-08-24,3920000,경기도 동두천시
2021년 찾아가는 문화활동 비대면 공연,두드림뮤직센터,찾아가는 문화활동 동두천국악예술단 비대면 공연,2021-04-29,2021-04-29,11:00,12:00,동두천시,동두천국악예술단,031-860-2063,2021-08-24,3920000,경기도 동두천시
2021년 찾아가는 문화활동 비대면 공연,두드림뮤직센터,찾아가는 문화활동 이담농악보존회 비대면 공연,2021-04-29,2021-04-29,13:00,14:00,동두천시,이담농악보존회,031-860-2063,2021-08-24,3920000,경기도 동두천시
선율이 흐르는 시화전,달성군 관내,문인협회 시화전시 및 오프닝 공연 등,2019&09&17,2019-11-20,00:00,00-00,달성문화재단,달성군,"053,659,4293",2021-09-14,3480000,대구광역시 달성군
제8회 달성군 전국관광사진공모전,달성군청 참꽃갤러리,달성군 관광사진 공모 및 수상작 전시 등,2020-09-07,2020-09-29,00:00,00:00,달성문화재단,달성군,053-659-4293,2021-09-14,3480000,대구광역시 달성군
제15회 달성군립합창단 정기연주회,달성군민체육관,달성군립합창단 및 게스트 공연 등,2019-11-17,2019-11-17,19:30,21:30,달성문화재단,달성군,053-659-4294,2021-09-14,3480000,대구광역시 달성군
"달성음악회Ⅰ, 신나는 Song해 가요",옥연지 송해공원,초청가수 공연,2019-06-22,2019-06-22,19:30,21:30,달성문화재단,달성군,053-659-4294,2021-09-14,3480000,대구광역시 달성군
달성음악회Ⅱ 新강변가요,강창교,초청가수 공연,2019-07-19,2019-07-19,19:30,21:30,달성문화재단,달성군,053-659-4294,2021-09-14,3480000,대구광역시 달성군
달성음악회Ⅲ,화원 LH홍보관,초청가수 공연,2019-08-24,2019-08-24,19:30,21:30,달성문화재단,달성군,053-659-4294,2021-09-14,3480000,대구광역시 달성군
달성음악회Ⅳ 신바람 달성가요,화원 LH홍보관,초청가수 공연,2019-10-08,2019-10-08,19:00,21:00,달성문화재단,달성군,053-659-4294,2021-09-14,3480000,대구광역시 달성군
평생학습프로그램,달성군립도서관,1분기 평생학습프로그램,2020&03&03,2020-05-07,09:00,17-00,달성군립도서관,달성군립도서관,"053,584,0296",2021-09-14,3480000,대구광역시 달성군
평생학습프로그램,달성군립도서관,2분기 평생학습프로그램,2020-06-02,2020-07-24,09:00,17:00,달성군립도서관,달성군립도서관,053-584-0296,2021-09-14,3480000,대구광역시 달성군
평생학습프로그램,달성군립도서관,3분기 평생학습프로그램,2020-09-01,2020-11-06,09:00,17:00,달성군립도서관,달성군립도서관,053-584-0296,2021-09-14,3480000,대구광역시 달성군
페인터즈 히어로,서울특별시 강북구 강북문화예술회관 대공연장,퍼포먼스공연,2017-04-01,2017-04-01,14:00,15:00,서울특별시 강북구청(문화체육과),서울특별시 강북구청(문화관광체육과),02-901-6232,2021-07-30,3080000,서울특별시 강북구
클릭 국악속으로,서울특별시 강북구 강북문화예술회관 대공연장,국악,2017-05-19,2017-05-19,19:30,20:30,서울특별시 강북구청(문화체육과),서울특별시 강북구청(문화관광체육과),02-901-6232,2021-07-30,3080000,서울특별시 강북구
우리동네 음악회(관현악),서울특별시 강북구 강북문화예술회관 대공연장,클래식,2017-06-02,2017-06-02,19:30,20:30,서울특별시 강북구청(문화체육과),서울특별시 강북구청(문화관광체육과)+우리은행,02-901-6232,2021-07-30,3080000,서울특별시 강북구
2020 신년음악회,예술회관 대공연장,기획공연,2020-01-18,2020-01-18,18:00,20:00,태안군,태안군,041-670-2258,2020-12-01,4620000,충청남도 태안군
문화가 있는날(아카펠라그룹 솔리스츠),군산예술의전당 대공연장,클래식,2018&05&30,2018-05-30,19:30,20-30,군산예술의전당,전라북도 군산시청,"063,454,5535",2021-09-01,4670000,전라북도 군산시
국립합창단 까르미나 부라나,군산예술의전당 대공연장,클래식,2018-06-09,2018-06-09,15:00,17:00,군산예술의전당,전라북도 군산시청,063-454-5535,2021-09-01,4670000,전라북도 군산시
코믹연극 그놈은 예뻤다.,강진아트홀 대공연장,연극,2019&12&17,2019-12-07,19:00,21-00,강진군,강진군,"061,430,3973",2021-09-10,4920000,전라남도 강진군
최신영화 82년생 김지영,강진아트홀 대공연장,영화상영,2019-12-18,2019-12-18,19:00,21:00,강진군,강진군,061-430-3973,2021-09-10,4920000,전라남도 강진군
뮤지컬 어린왕자,강진아트홀 대공연장,연극,2019-12-23,2019-12-23,19:00,21:00,강진군,강진군,061-430-3973,2021-09-10,4920000,전라남도 강진군
최신영화 신의 한수 2,강진아트홀 대공연장,영화상영,2020-01-14,2020-01-14,19:00,21:00,강진군,강진군,061-430-3973,2021-09-10,4920000,전라남도 강진군
최신영화 천문 상영,강진아트홀 대공연장,영화상영,2020-01-31,2020-01-31,19:00,21:00,강진군,강진군,061-430-3973,2021-09-10,4920000,전라남도 강진군
최신영화 백두산 상영,강진아트홀 대공연장,영화상영,2020&05&14,2020-05-14,19:00,21-00,강진군,강진군,"061,430,3973",2021-09-10,4920000,전라남도 강진군
최신영화 히트맨 상영,강진아트홀 대공연장,영화상영,2020-05-28,2020-05-28,19:00,21:00,강진군,강진군,061-430-3973,2021-09-10,4920000,전라남도 강진군
최신영화 남산의 부장들 상영,강진아트홀 대공연장,영화상영,2020-06-11,2020-06-11,19:00,21:00,강진군,강진군,061-430-3973,2021-09-10,4920000,전라남도 강진군
풍류산방  유영주의 풍류(風?),풍류사랑방,국립국악원 풍류사랑방 상설공연,2014-04-09,2014-11-19,20:00,21:20,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
별樂과 음악사이-그대 그 때,우면당,2014 공감 젊은국악,2014-04-15,2014-10-24,20:00,21:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
타악그룹 타고의 ''The Jungle'',우면당,2014 공감 젊은국악,2014-04-15,2014-10-24,20:00,21:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
정소희 대금독주회 ''진화된 풍류'',우면당,2014 공감 젊은국악,2014-04-15,2014-10-24,20:00,21:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
이수진의 열두번째 가야금독주회 ''김죽파류 가야금산조'',우면당,2014 공감 젊은국악,2014-04-15,2014-10-24,20:00,21:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
별별연희,연희마당,2014 연희마당 상설공연,2014-08-09,2014-10-05,19:30,20:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
별별연희,연희마당,2014 연희마당 상설공연,2014-08-09,2014-10-05,19:30,20:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
아트밸리 주말공연/ Sprinng Concert,아트밸리 산마루 공연장,밴드,2020-05-01,2020-05-01,14:00,15:00,포천 아트밸리,포천아트밸리,031-538-3483,2020-12-01,5600000,경기도 포천시
아트밸리 주말공연/ 포춘아일랜드 락 콘서트,아트밸리 산마루 공연장,밴드,2020-05-02,2020-05-02,14:00,15:00,포천 아트밸리,포천아트밸리,031-538-3483,2020-12-01,5600000,경기도 포천시
풍류산방  이용구의 사랑방 풍류,풍류사랑방,국립국악원 풍류사랑방 상설공연,2014-04-09,2014-11-19,20:00,21:20,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
AR트릭아트전,"군산예술의전당 2,3전시실",체험전시,2018-01-27,2018-02-28,10:00,17:00,군산예술의전당,전라북도 군산시청,063-454-5535,2021-09-01,4670000,전라북도 군산시
뮤지컬김종욱찾기,군산예술의전당 대공연장,뮤지컬,2018&02&24,2018-02-24,15:00,21-00,군산예술의전당,전라북도 군산시청,"063,454,5535",2021-09-01,4670000,전라북도 군산시
