,collectiondb,creator,description,extent,language,regdate,rights,title
733,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"미국산 쇠고기 수입 급증에서 비정규직으로의 급증, 피의자 얼굴 공개, 독도 문제, 언론법 논란, 그 의미 오바마 선거와 H1N1 독감의 전면적 인 파업. 또한 장단점의 기초를 객관적이고 심층적으로 제시합니다.",360,Kor,2009-12-05T00:00:00+09:00,오승현,뚝딱 교양상식(하룻밤에 정리하는 한국사회의 14가지 쟁점)
734,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,이것은 로켓에 관한 모든 것을 요약 한 우주 과학 책입니다. 나로 호 로켓은 어떻게 만들어지고 우주에서 어떻게 이동하는지 아폴로 박사로 알려진 조 중철 박사는 로켓의 구조와 원리를 일반 독자뿐만 아니라 이해하기 쉽게 설명했습니다. 십대.,232,Kor,2009-11-30T00:00:00+09:00,조경철,우주 로켓
735,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"카운슬러로 일하는 독일 베스트셀러 작가가 쓴이 책은 꿈과 희망 / 용기와 절망 / 걱정과 배려 / 특별 함 / 적절한 순간 / 사랑, 기쁨, 행복 / 삶과 사임의 7 가지 주제로 67 개의 이야기를 담고 있습니다. 너무 가볍거나 너무 무거 우면 깊이와 매력적인 시선으로 펼쳐집니다. 여기에는 지적 장애인 'Yeson'을 위해 직장 공동체의 젊은이들이 그린 그림이 포함됩니다.",207,Kor,2009-12-26T00:00:00+09:00,"타냐 콘네르트 글, 예손 그림/ 안상임",생각의 정원
736,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,840 페이지에 달하는이 책은 지성의 역사를 중심으로 유럽 문화에 대한 광범위한 연구에 전념했습니다. 이것은 오랜 역사에 걸쳐 유럽을 형성해온 인본주의 정신을 탐구하는 유럽 지적 사의 완성입니다.,840,Kor,2009-12-01T00:00:00+09:00,이광주,교양의 탄생
737,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,인간과 인공 지능 로봇의 우정이라는 다소 철학적 인 주제와 인공 지능 로봇의 자유 의지에 관한 청소년 소설. 인공 지능 로봇의 출현이이 이야기를 통해 인간에게 유익하거나 해를 끼칠까요? 인공 지능 로봇은 인간의 친구입니까 아니면 적입니까? 많은 질문을 할 수 있습니다.,248,Kor,2017-02-22T00:00:00+09:00,톰 앵글버거·폴 델린저/김영란 ,"로봇 소년, 학교에 가다 "
738,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"이 과정은 빨간색에서 검은 색까지 9 가지 색상이 역사, 예술, 사회, 종교 및 과학 전반에 걸쳐 인류와 어떤 관련이 있는지 살펴 봅니다. 또한 색과 관련된 다양한 노인들의 역사적 일화, 선명한 색채를 얻기위한 인간의 투쟁, 색채 인식의 원리 등 이해하기 쉬운 색채의 기본 지식으로 설명합니다.",216,Kor,2017-02-17T00:00:00+09:00,남궁산 ,문명을 담은 팔레트
739,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"청소년 교양 잡지 편집장이자 고등학생의 어머니 인 저자는 청소년이 알아야 할 30 가지 인문학 키워드를 요약했다. 'Modern', 'Capitalism', 'Thought', 'Concept', 'World'의 5 개 테마로 구분하여 Panopticon, Absurdity, Alienation, Consilience, Gaia 등 인문학 키워드와 관련된 단어와 설명을 설명했습니다. 이해하기 쉬운 방식으로.",328,Kor,2017-02-10T00:00:00+09:00,김지나 ,조곤조곤 엄마의 인문학 수업 
740,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"공정 거래의 사회적 가치를 우리 삶과 연결하고 인식하는 청소년을위한 인문학 책입니다. 빈부 격차 문제, 시장 경제에 대한 올바른 이해 등 공정 거래에 대한 기본적인 이해의 네트워크를 넓혀줍니다. 독자들은 공정 거래를 연계하여 글로벌 경제의 구조적 문제를 이해할 수 있습니다.",272,Kor,2017-01-25T00:00:00+09:00,전국사회교사모임 ,사회 선생님이 들려주는 공정무역 이야기
741,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"그것은 사회의 일원으로서 사람과 세계와 소통하기 시작하는 아이들을위한“모든 상징”을 담고 있습니다. 기호가 무엇인지, 우리 생활에서 다양하게 사용되는 기호의 형태와 의미, 출처, 관련 회사의 상표. 선호의 역사와 정보가 명확하게 펼쳐집니다.",168,Kor,2017-02-20T00:00:00+09:00,"박영수 글, 노기동 그림",세상을 읽어내는 기호 이야기 
742,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"다큐멘터리 영화 Demain Tomorrow를 원작으로 한 동화책. 이 영화에서 두 작가는 환경 (지속 가능한 농업, 재생 가능 에너지), 경제, 민주주의 및 교육 분야에서 더 나은 내일을 위해 일하는 사람들과 그들이 작업하고있는 다양한 프로젝트를 만나기 위해 여러 나라를 여행했습니다.",112,Kor,2017-01-26T00:00:00+09:00,"시릴 디옹·멜라니 로랑 글, 뱅상 마에 그림/권지현 ",내일
743,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,프랑스 청소년 재활 단체 '부패 이유'에서는 범죄를 저지른 아동을 청소년 센터로 보내는 대신 동반자와 함께 도보 여행을 보낸다. 2000km의 3 개월 워킹 투어를 통해 아이들이 어떻게 변화하는지 보여줍니다.,208,Kor,2014-06-05T00:00:00+09:00,베르나르 올리비에 외/임수현,"쇠이유, 문턱이라는 이름의 기적:길 잃은 아이들의 길 찾기 프로젝트"
744,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,유엔 아동 권리 협약의 40 개 조항에 따라이 책은 저자가 만난 전 세계 40 명의 어린이 이야기를 모은 책이다. UNICEF 네덜란드위원회와 전문가들의 조언에 따라 아동 권리 협약이 이해하기 쉽게 설명되어 있습니다.,224,Kor,2014-05-28T00:00:00+09:00,"아렌트 판 담 글, 알렉스 데 볼프 그림/유동익",세계 어린이 인권 여행
745,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,인류가 즐겼던 다양한 게임은 사소한 일이 아니라 다양한 과학적 원리가 숨겨져 있음을 설명한다. 문명의 변화를 과학적으로 고려하고 게임에서 태어난 인간 문화의 흐름을 살펴 봅니다.,368,Kor,2014-05-23T00:00:00+09:00,최원석,과학은 놀이다
746,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"한국에 유통되는 다양한 민물 고기에 관한 동시 곡 모음집. 붕어, 장어, 가시 등 50 여종의 담수어를 사용하여 물고기의 생태적 특성과 습성을 동시에 해결 하였다.",95,Kor,2014-04-19T00:00:00+09:00,"유은경 글, 노영주 그림",물고기 병정
747,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,이덕무 산문 책 <이목 구심 책>의 한 문장을 바탕으로 쓴 동화입니다. 25 세 이덕무와 그의 친구이 공무가 1765 년 겨울을 초가집에서 책을 읽으며 보낸 일화이다.,72,Kor,2014-05-16T00:00:00+09:00,"김주현 글, 윤종태 그림",간서치 형제의 책 읽는 집
748,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"이 책은 프란치스코 교황의 말, 생각, 개인적인 기억과 같은 데이터를 바탕으로 교황의 지도자로서의 모습을 소개한다. 교황으로 선출되는 과정에서 교황의 말과 행동을 전한다.",200,Kor,2014-07-01T00:00:00+09:00,안드레아 토르니엘리/이순미,"따뜻한 리더, 교황 프란치스코"
749,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"원자 폭탄을 다루는 논픽션 (원작 <BOMB>)으로, 방사능의 과학적 발견부터 핵무기와 군사 작전을 둘러싼 정치적 음모에 이르기까지 실제 관련 인물의 훈련을 가르치는 드라마로 구성되어있다.",360,Kor,2014-05-07T00:00:00+09:00,스티브 셰인킨/신근영 외,원자폭탄
750,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,사춘기가 시작된 14 세 소년의 성장기는 주인공 루이스의 일기 형식으로 표시됩니다. 아들의 시선에 맞춰 '멋진'부모가 되고자하는 지나친 욕망으로 망가진 어머니와 아버지와 변화된 부모를 제자리로 되돌리려 고 애쓰는 루이스의 유쾌한 이야기가 담겨있다.,296,Kor,2015-04-27T00:00:00+09:00,피트 존슨/신선해,엄마 아빠는 통제 불능
751,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,정재찬 교수의 이공계 시문 강의 '문화 융합시 읽기'내용을 바탕으로 쓴 시이다. 46 편의 친숙한 시가 수록된이 책에서 작가는 마치 축제를 즐기는 것처럼 문학을 즐기는 법을 가르치고 그것을 잊은 모든 사람에게시의 기쁨을 되 찾는다.,300,Kor,2015-06-15T00:00:00+09:00,정재찬 ,시를 잊은 그대에게
752,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"“Opa 's Thoughts”는 1925 년 <Children>에 출간 된 동시대 아티스트 최순애입니다. 언제 불러도 향수를 불러 일으키는 노래로 많은 사람들에게 사랑을 받고있는 곡“Thoughts for the Brother” , 오빠를 기다리는 언니의 소중한 마음이 섬세하고 아름다운 사진에 담겨있다.",44,Kor,2015-03-20T00:00:00+09:00,"최순애 글, 김동성 그림",오빠 생각
753,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"초등학생 이상의 학생들이 회화를 배울 수 있도록 도와주는 책입니다. 쉽게 접근 할 수있는 현대화를 살펴보고, 한국과 서양의 주요 명화를 최대한 비슷한 무게로 선정하여 생산 연대순으로 만 배치하여 편견없이 현대화를 비교할 수 있도록했다.",216,Kor,2015-05-30T00:00:00+09:00,"뮤지엄교육연구소 글, 이주희 그림",어린이 서양 미술사
754,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"일제 강점기와 한국 전쟁 때 우리의 문화재를 지키는 데 모든 재산을 바친 간송 전형필, 물속으로 거의 사라진 아부 심벨 폐허와 주변 113 개국의 사람들을 지키려고 노력한 유네스코 세계. 이를 지키기 위해 노력한 수많은 사람들의 이야기와 문화 유산의 의미를 담고있다.",108,Kor,2015-06-15T00:00:00+09:00,"이향안 글, 홍정선 그림",보물을 지켜 낸 사람들
755,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"현직 철학 교사는 아이들에게 철학의 길을 안내합니다. “타를 만드는 데 참여하지 않으면“타”를 얻습니다. 어떻게해야합니까?” 청소년과 청소년이 일상 생활에서 실제로 경험하는 다양한 생활 문제를 파악하고 해석 할 수 있고, 나아가 삶을 건강하고 아름답게 만드는 데 도움을 줄 수 있도록 편성되었습니다.",256,Kor,2015-06-22T00:00:00+09:00,이현영 외,책상을 떠난 철학
756,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"미국에서 태어난 판타지 문학계의 기념비적 작가 로저 젤라즈니의 판타지 소설, 우주의 진정한 세계인 앰버와 그 형상을 반영하는 그림자 세계를 점령 한 절대 왕국의 아홉 왕자 그것은 우주에 대한 인간의 욕구를 맹렬히 파헤 치고 있습니다.",230,Kor,2010-07-25T00:00:00+09:00,로저 젤라즈니/ 최용준,앰버 연대기 1~5
757,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"팔레스타인 분리 장벽의 고통과 치유의 과정을 그린 그림책입니다. 마을에 사는 친구였던 하루와 미투는 마을에 장벽이 생겨 함께 놀 수 없다. 어느 날이 좌절감을 표현하기 위해 그들은 친구, 자유와 평화, 태양과 달, 벽에 희망과 함께 축구를하고 싶다는 느낌을 받기 시작한다.",48,Kor,2010-08-15T00:00:00+09:00,"박수현 글, 그림",세상에서 가장 큰 스케치북
758,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"영화 평론가 이대현과 세 청년이 같은 영화를 보면서 자신의 감정을 녹음했다. 영화를 통해 세상을 배우는 이야기를 담은이 책은 영화를 통해 인간과 세상에 대한 십대들의 진지한 생각을 들여다보고, 두 편의 영화를 보면서 그들이 발견 한 세상의 삶과 모습을 이야기한다.",291,Kor,2010-08-20T00:00:00+09:00,이대현 외,"열일곱, 영화로 세상을 보다"
759,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"세계사의 사람들이 모여서 시도하는 『역사 공화국 세계사 법원』시리즈 1 ~ 5 권. 초 · 중 · 고등학교 교과서에서 중요한 세계사 사례를 시험 형식으로 재구성했다. 주제는 이집트 피라미드, 함무라비 코드, 페르시아 전쟁, 전국 시대의 제자, 석가모니였다.",150,Kor,2010-08-12T00:00:00+09:00,"차영길 외 글, 진미선 외 그림",역사공화국 세계사법정 1~5
760,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,작품은 작가가 우연히 알게 된 소녀가 하루 동안 인상적으로 느꼈던 책에서 읽은 사건이나 구절을 일기에 쓰고 작가가 자신의 지식과 경험으로 주제를 설명하는 작품으로 구성되어있다. . 책을 통해 청소년들은 주변 현실에 대한 자신의 이해와 경험에 대해 생각하고 그 생각을 정리하는 과정이 철학의 시작임을 알게됩니다.,175,Kor,2010-09-01T00:00:00+09:00,"뱅상 세페드 글, 로뱅 그림/ 김병욱",우리 모두 철학자
761,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,이 책에서는 우리 사회에서 거의 드러나지 않는 이주민 청소년들의 삶에 대한 이야기를 듣고 기록했습니다. 한국에서 살기 위해 고군분투하고있는 한국에 살고있는 이주민 청소년들의 고민과 꿈을들을 수 있습니다. 이를 통해 우리 사회는 물론 관습과 제도까지 편견과 차별에 대한 인식의 전환을 촉구합니다.,271,Kor,2010-08-12T00:00:00+09:00,보이스프로젝트팀,우리 이야기 한번 들어볼래?
762,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,내 안에서 다른 나를 찾기위한 여행. 내면의 풍경을 보여주는 데 그치지 않고 우리 마음 속에 많은 다른 나를 품고있는 우리를 호기심 가득한 공간으로 초대하여 낯선 사람을 만나게한다. 이 상징주의는 아코디언처럼 펼쳐지는 형태와 날카롭게 잘린면으로 입체적으로 보여진다.,14,Kor,2017-01-05T00:00:00+09:00,김지민 ,하이드와 나
763,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,그림을 그리며 살아가는 '보통'일러스트 레이터가 쓴 책으로 그의 일상과 생각을 글과 4 프레임 만화에 담았다. 그림 작가가되는 과정과 실생활이 생생하게 그려져있어 그림책에 관심이있는 젊은 독자 나 작가를 꿈꾸는 사람이라면 더 재미있게 읽을 수 있습니다.,200,Kor,2017-03-30T00:00:00+09:00,김중석,잘 그리지도 못하면서
764,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"세상을 구성하는 모든 요소를 ​​기능별로 소개하고 흥미로운 이야기와 사진을 소개하는 입문서입니다. 주기율표는 요소에 대한 모든 것을 생성 한 기준, 각 요소의 사용 방법 및 위치를 식별 한 사람을 알려줍니다. 요소 및 오해의 소지가있는 정보와 관련된 국제 이벤트도 발견됩니다.",296,Kor,2017-02-24T00:00:00+09:00,장홍제,원소가 뭐길래: 일상 속 흥미진진한 화학 이야기 
765,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"입양아 인 홍 다미는 입양아임을 숨기지 않는 밝은 친구 한나를 만난다. 다미는 빛 뒤에 숨겨진 한나의 어둠에 대해 조금씩 배우면서 자신을 이해하고 받아들이고, 힘들 때 서로를 지켜주는 관계가된다.",232,Kor,2017-03-17T00:00:00+09:00,"송재찬 글, 한태희 그림",홍다미는 싸움닭
766,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,청소년 문학을 담당하는 작가 7 명이 '소녀'를 주제로 한 작품을 모았다. 행성이 살아남을 것인지 아니면 타인의 잃어버린 발견에 직면 할 것인지 결정해야 할 때와 같이 때로는 비판적이고 때로는 사소한 선택의 교차로에서 소녀들은 독립적이고 독립적 인 존재로서 삶을 엽니 다.,212,Kor,2017-02-27T00:00:00+09:00,김혜정 외 ,이상한 나라의 앨리스들 
767,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"국립 역사 교사 협회의 교사가 쓴 청소년을위한 동아시아 사 소개. 오랫동안 동아시아 역사를 탐구해온 작가들은 동아시아의 과거사, 국가 간 갈등이 발생하는 이유, 갈등을 해결하고 평화를 이루는 방법에 대해 질문하고이를 해결하기위한 단서를 찾는다.",256,Kor,2017-03-24T00:00:00+09:00,전국역사교사모임 ,역사 선생님이 들려주는 친절한 동아시아사
768,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"철학, 심리학, 뇌 과학 등 인간의 마음과 관련된 다양한 분야를 통합하면서 SF 영화 속 로봇, 프랑켄슈타인, 피노키오 등 아이들이 친숙한 주제를 통해 인본주의 적으로 마음에 접근 할 수 있도록 도와줍니다.",168,Kor,2014-06-20T00:00:00+09:00,"한기호 글, 이진아 그림",생각이 크는 인문학 5 : 마음
769,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"건강 교사가 십대의 사랑과 섹스에 대한 조언을 담은 책. '사랑', '짝사랑'등 보편적 인 사랑 주제부터 '사이버 성폭력', '성형 수술과 성 상품화'에 이르기까지 섹스와 신체에 관한 최신 주제를 다룹니다. 가고 있습니다.",232,Kor,2014-06-30T00:00:00+09:00,"정연희 외 글, 박경호 그림",십대를 위한 사랑학개론
770,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,지구 온난화로 인한 환경 파괴로 수많은 동식물이 멸종 한 미래의 지구를 그린 공상 과학 소설과 인간의 본성과 환경의 관계를 깊이 생각할 수있는 논픽션 철학입니다.,232,Kor,2014-06-30T00:00:00+09:00,요슈타인 가아더/박종대,"지구, 2084"
771,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"'ETRI easy IT for Juniors'네 번째 책에서는 전자 통신 연구원 (ETRI) 연구원들이 이미 삶에 깊이 빠져 있고, 그것 없이는 매우 불편한 IT 기기를 안전하고 적절하게 사용하는 방법을 안내하고있다.",64,Kor,2014-05-30T00:00:00+09:00,조현숙 외,IT가 지켜주는 안전한 세상
772,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"박물관은 부모와 자녀가 즐겁게 배울 수있는 11 개의 테마로 나뉘어 있으며 박물관에 대한 다양한 여행 정보와 예술, 자연사, 역사에 대해 배울 수있는 요소를 제공합니다.",567,Kor,2014-07-01T00:00:00+09:00,길지혜,아이와 함께 꼭 가봐야 할 박물관 여행 101
773,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,'하트'라는 기계를 통해 아이들의 감정을 제어하는 ​​미래 사회를 배경으로 한 동화책이다. 감정을 억누르고 내면의 목소리를 무시하고 성인기에 발생하는 부작용에 대해 경고하며 자신의 감정을 존중하는 콘텐츠가 포함되어 있습니다.,108,Kor,2014-06-05T00:00:00+09:00,"김보름 글, 김중석 그림",감정조절기 하트
774,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,2007 년 서해안 기름 유출을 바탕으로 한 동화책입니다. 사고 후 생명의 장소를 잃는 과정을 통해 기름 유출의 심각성을 전달하고 중상을 입은 코뿔새가 다시 날아갈 수 있습니다.,48,Kor,2014-07-10T00:00:00+09:00,"박수예 글, 그림","날아라, 뿔논병아리!"
775,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"청소년 철학 책. “신이 존재합니까?”,“진짜 신은 어떤 신입니까?” “인간은 왜 하나님을 믿는가?”라는 질문이 아닙니다. ""인간은 왜 하나님을 위해 싸우는가?""라는 질문을하십시오. 즉,이 책은 하나님에 관한 것이 아니라 하나님을 믿는 인간에 관한 것입니다.",96,Kor,2017-04-25T00:00:00+09:00,미카엘 포에셀/조정훈 ,인간들은 왜 신을 두고 싸우는가?
776,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"단순히 세계의 지리를 보여주는 아틀라스가 아니라 최신 통계 자료를 바탕으로 감각적 인 아이콘, 숫자, 색상으로 구분되어 세계의 문화, 산업, 경제, 환경, 생활 등을 이해할 수 있습니다. 하나의 그림지도를 보는 것만으로 세계의 상황과 정보를 한눈에 쉽게 볼 수 있습니다.",56,Kor,2017-05-19T00:00:00+09:00,"로드 플라비니 외 글, 세브린 아수 그림/이지원",세계가 보이는 지도책
777,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"고대 그리스에서 불합리한 숫자를 중심으로 일어난 대량 학살을 추적하면서 고대인의 숫자와 자연수의 개념에 집착 한 피타고라스 학교의 세계를 들여다 볼 수 있습니다. 그리고 당연히 유리수와 제곱근이 무엇인지, 수학에서 증명이 무엇인지 이해할 수 있습니다.",176,Kor,2017-05-30T00:00:00+09:00,박영훈 ,피타고라스 학파의 집단살인
778,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"'토끼와 거북이', '혹부리 영감'과 같이 소개 된 35 개의 동화는 우리 대부분에게 잘 알려져 있으며 전혀 새로운 것은 아니지만 저자는 독특한 관점과 해석으로 그것들을 발견하여 변화를 가져옵니다. 사고 능력, 잘못된 습관 및 인간. 관계와 태도에 대한 우려를 해결하기위한 단서를 찾을 수 있도록 안내합니다.",232,Kor,2017-04-25T00:00:00+09:00,우에사카 도루/장윤정 ,반전 동화
779,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,떠 다니기 위해 매일 몇 킬로미터를 걸어야했던 George Badiel (아프리카 모델)의 어린 시절 이야기. 마을에 물을 가져다주고 싶었던 장치의 필사적 인 바람처럼 아프리카에 사는 많은 친구들은 깨끗한 물을 원합니다. 물의 가치 외에도 아이들은 아프리카 친구들을 돕고 싶어 할 것입니다.,40,Kor,2017-04-15T00:00:00+09:00,"수전 베르데 글, 피터 H. 레이놀즈 그림/곽정아",물의 공주
780,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"제주도에서 일생 동안 감귤 만 재배 한 할머니가 아들의 결혼을 통해 새로운 손자 키위를 갖게된다. 갑자기 일어난 가족에게 다가가 진짜 가족이 되기는 힘들 것 같았지만 손자 기지는 할머니의 언어 (방언)를 이해하려 애 쓰고, 오해하고 싫어하는 할머니를 좋아한다. .",188,Kor,2017-04-25T00:00:00+09:00,"문부일 글, 영민 그림 ",사투리 회화의 달인
781,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,이 책은 약간 더러워진 것으로 여겨지는 배설물이 우리 몸에서하는 역할을 자세히 소개하고 음식물이 몸에 들어가 소화되고 배설되는 과정을 흥미로운 캐릭터로 설명합니다.,104,Kor,2013-09-23T00:00:00+09:00,이향안,방귀 스타 전학 오다!
782,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"이 책은 아이스크림의 역사와 문화, 아이스크림과 관련된 과학적 지식을 소개합니다. 평범한 음식을 통해 인류의 문명, 근대사, 자연사, 과학 기술을 전한다.",92,Kor,2013-08-30T00:00:00+09:00,이형진,알고 보니 아이스크림이?!
783,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,책 칼럼니스트 작가는 '청소년을위한 책'을 주제로 64 권의 책을 엄선하여 간단한 책 소개뿐만 아니라 왜 젊은 세대가이 책에 접근해야하는지 설명했다.,248,Kor,2013-08-12T00:00:00+09:00,최보기,놓치기 아까운 젊은 날의 책들
784,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"사진 작가의 아들로서 후회하는 경험을 통해 배운 지혜가 담겨 있으며, 아버지가 홀로 돌아가신 그날까지 전해져 온 포토 다이어리. 아버지와 아버지와의 관계에 대해 읽으면서 부모와 함께 얼마나 행복하고 감사하는지 생각해 보라고하십시오.",96,Kor,2013-03-25T00:00:00+09:00,필립 톨레다노/최세희,아버지와 함께한 마지막 날들
785,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"수업 중 벌어진 주먹 싸움을 중심으로 한 어린이 각자의 이야기를 가로 질러 보여주는 청소년 소설이다. 폭력과 괴롭힘, 통일 된 교육 시스템, 전면에 숨겨져있는 현실의 경쟁과 복합물에 대해 자세히 설명합니다.",184,Kor,2013-03-28T00:00:00+09:00,장주식,소년소녀 무중력 비행 중
786,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"이 책은 초등학교 교사 인 작가가 조선 시대의 초상화를 사용하여 썼다. 그는 조선을 '초상화의 땅'으로 묘사하고, 유교 국가이자 계급 사회였던 조선의 이미지가 그대로 유지되어 우리 초상화가 큰 가치가 있다고 설명한다.",184,Kor,2013-04-20T00:00:00+09:00,최석조,조선 시대 초상화에 숨은 비밀 찾기
787,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"이 책은 800 만년 전부터 2011 년 현재까지의 역사를 다룬다. 타임 라인, 유물 및 유물 사진, 상세한 설명이 체계적으로 정리되어있다. 각 시대마다 인간의 기원, 초기 문명, 고전주의 시대, 무역과 발명, 개혁과 탐험 등의 주제에 따라 내용을 설명합니다.",512,Kor,2013-03-15T00:00:00+09:00,나 카워드 외/박유진 외,히스토리
788,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"한국의 산수화와 정선의 작품, 생활, 예술 놀이를 이해할 수있는 특별한 아동화 책. 정선이 어떻게 진경의 풍경을 그리게되었는지 이야기합니다. 아이들이 직접 예술 놀이에 참여하도록 장려하기 위해 이야기의 뒷부분에 예술 놀이 챕터가 포함되어 있습니다.",152,Kor,2017-06-07T00:00:00+09:00,고연희·변정원 ,정선: 눈앞에 보이는 듯한 풍경
789,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"'뜨개질'이라는 공간을 중심으로 사춘기 아동의 복잡한 심리를 섬세하게 묘사한다. 은별은 가장 친한 친구와 헤어진 계모 민서와 아기를 낳고 강우는 강압적 인 아버지 때문에 항상 곤경에 처한다. 세 자녀는 서로 이야기하고, 상처에 직면하고, 친구들과 함께 성장통을 극복합니다.",204,Kor,2017-03-25T00:00:00+09:00,"이나영 글, 이수희 그림",붉은 실
790,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,초콜릿에 대한 숨겨진 진실을 밝혀내는 꼬마 영웅들의 이야기. 카카오 농장에서 일하는 소년 노동자의 관점에서 초콜릿 산업의 먹이 사슬 구조를 파헤쳐보세요. 카카오 농장을 탈출 한 세 소년과 소녀의 10 일간의 모험을 통해 어린이와 청소년을위한 강제 노동의 현실을 생생하게 묘사합니다.,264,Kor,2017-05-30T00:00:00+09:00,타라 설리번/이보미 ,나는 초콜릿의 달콤함을 모릅니다
791,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,역사적 사실을 담은 쉽고 재미있는 이야기를 통해 청소년들이 스스로 역사 공부의 가치를 깨닫도록 돕는 책이다. 역사의 다양한 측면과 역사를 이해하는 다양한 방법을 소개하고 역사를 배워야하는 이유와 역사를 배우는 데주의를 기울여야하는 방법을 친절하게 알려줍니다.,288,Kor,2017-05-20T00:00:00+09:00,김한종 ,10대에게 권하는 역사
792,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,이 책은 모녀 관계의 특이성에 초점을 맞추고 일본의 유명 작가들과 대화를 나누는 일본의 정신과 전문가와 비평가들의 모음집입니다. 일본 소녀 만화 산업의 대모 인 모토하기 오를 비롯한 다양한 연령대의 여성들의 실제 경험을 바탕으로 모녀 갈등의 원인을 분석하고 모녀 관계 회복을 고려한다.,272,Kor,2017-06-05T00:00:00+09:00,사이토 다마키 외/전경아 ,나는 엄마가 힘들다
793,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"현직 기자 인 저자는 미디어의 특성과 영향력을 알기 쉽게 설명합니다. 미디어가 우리 사회를 어떻게 변화시키고 움직이는 지, 그리고 그것이 개인의 삶에 어떤 영향을 미치는지에 대한 다양한 예를 제공하며, 아이들이 알아야 할 올바른 미디어 사용 방법을 제시합니다.",160,Kor,2017-04-10T00:00:00+09:00,"김재중 글, 이경국 그림 ","숨은 권력, 미디어"
794,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"일상 생활에서 접하는 철학적 질문을 실생활에 맞춘 쉽고 재미있는 설명으로 풀어 낸 철학 교양서입니다. 청소년이 누구인지, 인간이 무엇인지, 우정과 입학이 무엇인지, 종교가 무엇인지 등의 주제를 청소년이 쉽게 이해할 수 있도록 설명합니다.",356,Kor,2013-03-20T00:00:00+09:00,강영계,청소년을 위한 철학 에세이
